Nomor,Kategori/Kelompok Pemeriksaan,Nama Pemeriksaan,Permintaan/Hasil,Spesimen,Tipe hasil pemeriksaan,Satuan,Metode Analisis,Code,Display,Component,Property,Timing,System,Scale,Method,Example UCUM Units,Code System,Version First Released,Version Last Changed,Version First Released (DTO),Version Last Changed (DTO)
353,Mikrobiologi Klinik,Cefoperazone (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),100-8,Cefoperazone [Susceptibility] by Minimum inhibitory concentration (MIC),Cefoperazone,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org,1.0,2.73,1.0,1.0
354,Mikrobiologi Klinik,Cefotetan (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,113-1,cefoTEtan [Susceptibility] by Disk diffusion (KB),cefoTEtan,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org,1.0,2.73,1.0,1.0
355,Mikrobiologi Klinik,Cefotetan (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),112-3,cefoTEtan [Susceptibility] by Minimum inhibitory concentration (MIC),cefoTEtan,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org,1.0,2.73,1.0,1.0
356,Mikrobiologi Klinik,Cefpodoxime (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,121-4,Cefpodoxime [Susceptibility] by Disk diffusion (KB),Cefpodoxime,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org,1.0,2.19,1.0,1.0
357,Mikrobiologi Klinik,Cefpodoxime (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),6993-0,Cefpodoxime [Susceptibility] by Gradient strip,Cefpodoxime,Susc,Pt,Isolate,OrdQn,Gradient strip,,http://loinc.org,1.0h(2),2.56,1.0,1.0
358,Mikrobiologi Klinik,Cefprozil (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,125-5,Cefprozil [Susceptibility] by Disk diffusion (KB),Cefprozil,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org,1.0,2.19,1.0,1.0
359,Mikrobiologi Klinik,Cefprozil (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),124-8,Cefprozil [Susceptibility] by Minimum inhibitory concentration (MIC),Cefprozil,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org,1.0,2.19,1.0,1.0
360,Mikrobiologi Klinik,Ceftibuten (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,35777-2,Ceftibuten [Susceptibility] by Disk diffusion (KB),Ceftibuten,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org,2.13,2.19,1.0,1.0
361,Mikrobiologi Klinik,Ceftibuten (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),35778-0,Ceftibuten [Susceptibility] by Minimum inhibitory concentration (MIC),Ceftibuten,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org,2.13,2.19,1.0,1.0
362,Mikrobiologi Klinik,Cephalothin (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,162-8,Cephalothin [Susceptibility] by Disk diffusion (KB),Cephalothin,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org,1.0,2.73,1.0,1.0
363,Mikrobiologi Klinik,Cephalothin (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),161-0,Cephalothin [Susceptibility] by Minimum inhibitory concentration (MIC),Cephalothin,Susc,Pt,Isolate,OrdQn,MIC,ug/mL,http://loinc.org,1.0,2.73,1.0,1.0
364,Mikrobiologi Klinik,Clarithromycin (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,190-9,Clarithromycin [Susceptibility] by Disk diffusion (KB),Clarithromycin,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org,1.0,2.73,1.0,1.0
365,Mikrobiologi Klinik,Clarithromycin (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),189-1,Clarithromycin [Susceptibility] by Minimum inhibitory concentration (MIC),Clarithromycin,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org,1.0,2.73,1.0,1.0
366,Mikrobiologi Klinik,Daptomycin (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,35787-1,DAPTOmycin [Susceptibility] by Disk diffusion (KB),DAPTOmycin,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org,2.13,2.19,1.0,1.0
367,Mikrobiologi Klinik,Daptomycin (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),35788-9,DAPTOmycin [Susceptibility] by Minimum inhibitory concentration (MIC),DAPTOmycin,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org,2.13,2.73,1.0,1.0
368,Mikrobiologi Klinik,Doxycycline (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,226-1,Doxycycline [Susceptibility] by Disk diffusion (KB),Doxycycline,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org,1.0,2.73,1.0,1.0
369,Mikrobiologi Klinik,Doxycycline (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),225-3,Doxycycline [Susceptibility] by Minimum inhibitory concentration (MIC),Doxycycline,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org,1.0,2.73,1.0,1.0
370,Mikrobiologi Klinik,Enoxacin (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,230-3,Enoxacin [Susceptibility] by Disk diffusion (KB),Enoxacin,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org,1.0,2.19,1.0,1.0
371,Mikrobiologi Klinik,Enoxacin (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),229-5,Enoxacin [Susceptibility] by Minimum inhibitory concentration (MIC),Enoxacin,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org,1.0,2.19,1.0,1.0
372,Mikrobiologi Klinik,Gemifloxacin (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,35814-3,Gemifloxacin [Susceptibility] by Disk diffusion (KB),Gemifloxacin,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org,2.13,2.19,1.0,1.0
373,Mikrobiologi Klinik,Gemifloxacin (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),35815-0,Gemifloxacin [Susceptibility] by Minimum inhibitory concentration (MIC),Gemifloxacin,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org,2.13,2.19,1.0,1.0
374,Mikrobiologi Klinik,Kanamycin (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,292-3,Kanamycin [Susceptibility] by Disk diffusion (KB),Kanamycin,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org,1.0,2.21,1.0,1.0
375,Mikrobiologi Klinik,Kanamycin (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),291-5,Kanamycin [Susceptibility] by Minimum inhibitory concentration (MIC),Kanamycin,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org,1.0,2.19,1.0,1.0
376,Mikrobiologi Klinik,Lomefoxacin (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,304-6,Lomefloxacin [Susceptibility] by Disk diffusion (KB),Lomefloxacin,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org,1.0,2.73,1.0,1.0
377,Mikrobiologi Klinik,Lomefoxacin (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),303-8,Lomefloxacin [Susceptibility] by Minimum inhibitory concentration (MIC),Lomefloxacin,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org,1.0,2.73,1.0,1.0
378,Mikrobiologi Klinik,Loracarbef (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,308-7,Loracarbef [Susceptibility] by Disk diffusion (KB),Loracarbef,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org,1.0,2.73,1.0,1.0
379,Mikrobiologi Klinik,Loracarbef (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),307-9,Loracarbef [Susceptibility] by Minimum inhibitory concentration (MIC),Loracarbef,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org,1.0,2.19,1.0,1.0
380,Mikrobiologi Klinik,Mezlocillin (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,332-7,Mezlocillin [Susceptibility] by Disk diffusion (KB),Mezlocillin,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org,1.0,2.73,1.0,1.0
381,Mikrobiologi Klinik,Mezlocillin (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),331-9,Mezlocillin [Susceptibility] by Minimum inhibitory concentration (MIC),Mezlocillin,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org,1.0,2.73,1.0,1.0
382,Mikrobiologi Klinik,Minocycline (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,336-8,Minocycline [Susceptibility] by Disk diffusion (KB),Minocycline,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org,1.0,2.73,1.0,1.0
383,Mikrobiologi Klinik,Minocycline (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),335-0,Minocycline [Susceptibility] by Minimum inhibitory concentration (MIC),Minocycline,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org,1.0,2.73,1.0,1.0
384,Mikrobiologi Klinik,Moxalactam (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,344-2,Moxalactam [Susceptibility] by Disk diffusion (KB),Moxalactam,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org,1.0,2.19,1.0,1.0
385,Mikrobiologi Klinik,Moxalactam (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),343-4,Moxalactam [Susceptibility] by Minimum inhibitory concentration (MIC),Moxalactam,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org,1.0,2.19,1.0,1.0
386,Mikrobiologi Klinik,Netilmycin (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,360-8,Netilmicin [Susceptibility] by Disk diffusion (KB),Netilmicin,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org,1.0,2.19,1.0,1.0
387,Mikrobiologi Klinik,Netilmycin (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),359-0,Netilmicin [Susceptibility] by Minimum inhibitory concentration (MIC),Netilmicin,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org,1.0,2.73,1.0,1.0
388,Mikrobiologi Klinik,Norfloxacin (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,368-1,Norfloxacin [Susceptibility] by Disk diffusion (KB),Norfloxacin,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org,1.0,2.73,1.0,1.0
389,Mikrobiologi Klinik,Norfloxacin (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),367-3,Norfloxacin [Susceptibility] by Minimum inhibitory concentration (MIC),Norfloxacin,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org,1.0,2.73,1.0,1.0
390,Mikrobiologi Klinik,Ofloxacin (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,376-4,Ofloxacin [Susceptibility] by Disk diffusion (KB),Ofloxacin,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org,1.0,2.73,1.0,1.0
391,Mikrobiologi Klinik,Ofloxacin (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),375-6,Ofloxacin [Susceptibility] by Minimum inhibitory concentration (MIC),Ofloxacin,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org,1.0,2.73,1.0,1.0
392,Mikrobiologi Klinik,Penicillin (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,393-9,Penicillin G [Susceptibility] by Disk diffusion (KB),Penicillin G,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org,1.0,2.73,1.0,1.0
393,Mikrobiologi Klinik,Penicillin (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),392-1,Penicillin G [Susceptibility] by Minimum inhibitory concentration (MIC),Penicillin G,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org,1.0,2.73,1.0,1.0
394,Mikrobiologi Klinik,Piperacilin (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,409-3,Piperacillin [Susceptibility] by Disk diffusion (KB),Piperacillin,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org,1.0,2.73,1.0,1.0
395,Mikrobiologi Klinik,Piperacilin (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),408-5,Piperacillin [Susceptibility] by Minimum inhibitory concentration (MIC),Piperacillin,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org,1.0,2.73,1.0,1.0
396,Mikrobiologi Klinik,Streptomycin (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,461-4,Streptomycin [Susceptibility] by Disk diffusion (KB),Streptomycin,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org,1.0,2.21,1.0,1.0
397,Mikrobiologi Klinik,Streptomycin (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),460-6,Streptomycin [Susceptibility] by Minimum inhibitory concentration (MIC),Streptomycin,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org,1.0,2.73,1.0,1.0
398,Mikrobiologi Klinik,Sulfisoxazole (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,473-9,sulfiSOXAZOLE [Susceptibility] by Disk diffusion (KB),sulfiSOXAZOLE,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org,1.0,2.73,1.0,1.0
399,Mikrobiologi Klinik,Sulfisoxazole (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),472-1,sulfiSOXAZOLE [Susceptibility] by Minimum inhibitory concentration (MIC),sulfiSOXAZOLE,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org,1.0,2.19,1.0,1.0
400,Mikrobiologi Klinik,Telithromycin (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,35843-2,Telithromycin [Susceptibility] by Disk diffusion (KB),Telithromycin,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org,2.13,2.19,1.0,1.0
401,Mikrobiologi Klinik,Telithromycin (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),35844-0,Telithromycin [Susceptibility] by Minimum inhibitory concentration (MIC),Telithromycin,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org,2.13,2.19,1.0,1.0
402,Mikrobiologi Klinik,Tetracycline (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,497-8,Tetracycline [Susceptibility] by Disk diffusion (KB),Tetracycline,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org,1.0,2.73,1.0,1.0
403,Mikrobiologi Klinik,Tetracycline (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),496-0,Tetracycline [Susceptibility] by Minimum inhibitory concentration (MIC),Tetracycline,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org,1.0,2.73,1.0,1.0
404,Mikrobiologi Klinik,Ticarcillin (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,501-7,Ticarcillin [Susceptibility] by Disk diffusion (KB),Ticarcillin,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org,1.0,2.73,1.0,1.0
405,Mikrobiologi Klinik,Ticarcillin (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),500-9,Ticarcillin [Susceptibility] by Minimum inhibitory concentration (MIC),Ticarcillin,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org,1.0,2.73,1.0,1.0
406,Mikrobiologi Klinik,Tobramycin (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,509-0,Tobramycin [Susceptibility] by Disk diffusion (KB),Tobramycin,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org,1.0,2.73,1.0,1.0
407,Mikrobiologi Klinik,Tobramycin (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),508-2,Tobramycin [Susceptibility] by Minimum inhibitory concentration (MIC),Tobramycin,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org,1.0,2.73,1.0,1.0
408,Mikrobiologi Klinik,Trimethoprim (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,513-2,Trimethoprim [Susceptibility] by Disk diffusion (KB),Trimethoprim,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org,1.0,2.73,1.0,1.0
409,Mikrobiologi Klinik,Trimethoprim (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),512-4,Trimethoprim [Susceptibility] by Minimum inhibitory concentration (MIC),Trimethoprim,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org,1.0,2.73,1.0,1.0
410,Mikrobiologi Klinik,Cefadroxil (Uji resistansi),Hasil,Isolat,OrdQn,,Disk diffusion,65-3,Cefadroxil [Susceptibility] by Disk diffusion (KB),Cefadroxil,Susc,Pt,Isolate,OrdQn,Agar diffusion,,http://loinc.org,1.0,2.19,1.0,1.0
411,Mikrobiologi Klinik,Cefadroxil (Uji resistansi),Hasil,Isolat,OrdQn,,Minimum Inhibitory Concentration (MIC),64-6,Cefadroxil [Susceptibility] by Minimum inhibitory concentration (MIC),Cefadroxil,Susc,Pt,Isolate,OrdQn,MIC,,http://loinc.org,1.0,2.19,1.0,1.0
412,Mikrobiologi Klinik,Uji resistansi M. tuberculosis,Permintaan,Isolat,OrdQn,,,29579-0,Mycobacterial susceptibility panel by Method for Slow-growing mycobacteria ,Mycobacterial susceptibility panel,-,Pt,Isolate,OrdQn,Method for Slow-growing mycobacteria,,http://loinc.org,2.03,2.64,1.0,1.0
413,Mikrobiologi Klinik,Isoniasid  (Uji resistansi),Hasil,Isolat,OrdQn,,,18934-0,Isoniazid [Susceptibility],Isoniazid,Susc,Pt,Isolate,OrdQn,,,http://loinc.org,1.0l,2.73,1.0,1.0
414,Mikrobiologi Klinik,Isoniasid  (Uji resistansi),Hasil,Isolat,OrdQn,,Slow-growing mycobacteria,20383-6,Isoniazid [Susceptibility] by Method for Slow-growing mycobacteria,Isoniazid,Susc,Pt,Isolate,OrdQn,Method for Slow-growing mycobacteria,,http://loinc.org,1.0m,2.26,1.0,1.0
415,Mikrobiologi Klinik,Kanamisin (Uji resistansi),Hasil,Isolat,OrdQn,,,18935-7,Kanamycin [Susceptibility],Kanamycin,Susc,Pt,Isolate,OrdQn,,,http://loinc.org,1.0l,2.73,1.0,1.0
416,Mikrobiologi Klinik,Kanamisin (Uji resistansi),Hasil,Isolat,OrdQn,,Slow-growing mycobacteria,23609-1,Kanamycin [Susceptibility] by Method for Slow-growing mycobacteria,Kanamycin,Susc,Pt,Isolate,OrdQn,Method for Slow-growing mycobacteria,,http://loinc.org,1.0n,2.26,1.0,1.0
417,Mikrobiologi Klinik,Kapreomisin (Uji resistansi),Hasil,Isolat,OrdQn,,,18872-2,Capreomycin [Susceptibility],Capreomycin,Susc,Pt,Isolate,OrdQn,,,http://loinc.org,1.0l,2.19,1.0,1.0
418,Mikrobiologi Klinik,Kapreomisin (Uji resistansi),Hasil,Isolat,OrdQn,,Slow-growing mycobacteria,23607-5,Capreomycin [Susceptibility] by Method for Slow-growing mycobacteria,Capreomycin,Susc,Pt,Isolate,OrdQn,Method for Slow-growing mycobacteria,,http://loinc.org,1.0n,2.73,1.0,1.0
419,Mikrobiologi Klinik,Moksifloksasin (Uji resistansi),Hasil,Isolat,OrdQn,,,31039-1,Moxifloxacin [Susceptibility],Moxifloxacin,Susc,Pt,Isolate,OrdQn,,,http://loinc.org,2.05,2.73,1.0,1.0
420,Mikrobiologi Klinik,Moksifloksasin (Uji resistansi),Hasil,Isolat,OrdQn,,Slow-growing mycobacteria,41502-6,Moxifloxacin [Susceptibility] by Method for Slow-growing mycobacteria,Moxifloxacin,Susc,Pt,Isolate,OrdQn,Method for Slow-growing mycobacteria,,http://loinc.org,2.16,2.26,1.0,1.0
421,Mikrobiologi Klinik,Ofloksasin (Uji resistansi),Hasil,Isolat,OrdQn,,,18959-7,Ofloxacin [Susceptibility],Ofloxacin,Susc,Pt,Isolate,OrdQn,,,http://loinc.org,1.0l,2.73,1.0,1.0
422,Mikrobiologi Klinik,Ofloksasin (Uji resistansi),Hasil,Isolat,OrdQn,,Slow-growing mycobacteria,20384-4,Ofloxacin [Susceptibility] by Method for Slow-growing mycobacteria,Ofloxacin,Susc,Pt,Isolate,OrdQn,Method for Slow-growing mycobacteria,,http://loinc.org,1.0m,2.26,1.0,1.0
423,Mikrobiologi Klinik,HIV RNA (Viral load),Permintaan & Hasil,Serum,Quantitative,{copies}/mL,PCR,59419-2,HIV 1 RNA [#/volume] (viral load) in Plasma by Probe with signal amplification,HIV 1 RNA,NCnc,Pt,Plas,Qn,Probe.amp.sig,{copies}/mL,http://loinc.org,2.32,2.73,1.0,1.0
424,Mikrobiologi Klinik,HIV-1 RNA (Viral load),Permintaan & Hasil,Plasma,Quantitative,{copies}/mL,PCR,59419-2,HIV 1 RNA [#/volume] (viral load) in Plasma by Probe with signal amplification,HIV 1 RNA,NCnc,Pt,Plas,Qn,Probe.amp.sig,{copies}/mL,http://loinc.org,2.32,2.73,1.0,1.0
425,Mikrobiologi Klinik,HIV-1 RNA (Viral load),Permintaan & Hasil,Plasma,Quantitative,{log_copies}/mL,PCR,29539-4,HIV 1 RNA [Log #/volume] (viral load) in Plasma by Probe with signal amplification,HIV 1 RNA,LnCnc,Pt,Plas,Qn,Probe.amp.sig,{log_copies}/mL,http://loinc.org,2.03,2.73,1.0,1.0
426,Mikrobiologi Klinik,HIV RNA (Viral load),Permintaan & Hasil,Darah,Quantitative,IU/mL,PCR,62469-2,HIV 1 RNA [Units/volume] (viral load) in Serum or Plasma by NAA with probe detection,HIV 1 RNA,ACnc,Pt,Ser/Plas,Qn,Probe.amp.tar,[IU]/mL,http://loinc.org,2.36,2.73,1.0,1.0
427,Mikrobiologi Klinik,HIV-2 RNA (Viral load),Permintaan & Hasil,Darah,Quantitative,{copies}/mL,PCR,86548-5,HIV 2 RNA [#/volume] (viral load) in Plasma by NAA with probe detection,HIV 2 RNA,NCnc,Pt,Plas,Qn,Probe.amp.tar,{copies}/mL,http://loinc.org,2.61,2.63,1.0,1.0
428,Mikrobiologi Klinik,HIV-2 RNA (Viral load),Permintaan & Hasil,Darah,Quantitative,{copies}/mL,PCR,69354-9,HIV 2 RNA [Units/volume] (viral load) in Serum or Plasma by NAA with probe detection,HIV 2 RNA,ACnc,Pt,Ser/Plas,Qn,Probe.amp.tar,[IU]/mL,http://loinc.org,2.38,2.7,1.0,1.0
429,Mikrobiologi Klinik,HIV-2 RNA (Viral load),Permintaan & Hasil,Serum/plasma ,Quantitative,{Log_copies}/mL,PCR ,81652-0,HIV 2 RNA [Log #/volume] (viral load) in Serum or Plasma by NAA with probe detection,HIV 2 RNA,LnCnc,Pt,Ser/Plas,Qn,Probe.amp.tar,{Log_copies}/mL,http://loinc.org,2.56,2.63,1.0,1.0
430,Mikrobiologi Klinik,HIV DNA kualitatif (PCR),Permintaan & Hasil,Darah,Ordinal,,PCR,48023-6,HIV 1 proviral DNA [Presence] in Serum or Plasma by NAA with probe detection,HIV 1 proviral DNA,PrThr,Pt,Ser/Plas,Ord,Probe.amp.tar,,http://loinc.org,2.21,2.73,1.0,1.0
431,Mikrobiologi Klinik,HIV DNA kualitatif (PCR),Permintaan & Hasil,Darah,Ordinal,,PCR,25841-8,HIV 2 proviral DNA [Presence] in Blood by NAA with probe detection,HIV 2 proviral DNA,PrThr,Pt,Bld,Ord,Probe.amp.tar,,http://loinc.org,2.0,2.73,1.0,1.0
432,Mikrobiologi Klinik,M. tuberculosis (PCR),Permintaan & Hasil,Sputum,Ordinal,,PCR,14556-5,Mycobacterium tuberculosis DNA [Presence] in Sputum by NAA with probe detection,Mycobacterium tuberculosis DNA,PrThr,Pt,Sputum,Ord,Probe.amp.tar,,http://loinc.org,1.0k,2.73,1.0,1.0
433,Mikrobiologi Klinik,M. tuberculosis (TCM) panel,Permintaan,Sputum,,,TCM,89371-9,MTB complex DNA and rpoB RIF resistance mutation panel [Presence] ,Mycobacterium tuberculosis complex DNA & rpoB gene rifAMPin resistance mutation panel,-,Pt,Isolate/Specimen,-,,,http://loinc.org,2.64,2.74,1.0,1.0
434,Mikrobiologi Klinik,M. tuberculosis (TCM),Permintaan & Hasil,Sputum,Ordinal,,TCM,88874-3,Mycobacterium tuberculosis complex DNA [Presence] in Isolate or Specimen by Molecular genetics method,Mycobacterium tuberculosis complex DNA,PrThr,Pt,Isolate/Specimen,Ord,Molgen,,http://loinc.org,2.64,2.73,1.0,1.0
435,Mikrobiologi Klinik,Resistensi rifampicin MTB (TCM),Permintaan & Hasil,Sputum,Ordinal,,TCM,89372-7,Mycobacterium tuberculosis complex rpoB gene rifAMPin resistance mutation [Presence] by Molecular method,Mycobacterium tuberculosis complex rpoB gene rifAMPin resistance mutation,PrThr,Pt,Isolate/Specimen,Ord,Molgen,,http://loinc.org,2.64,2.73,1.0,1.0
436,Mikrobiologi Klinik,M. tuberculosis (TCM XDR) ,Permintaan & Hasil,Sputum,Ordinal,,,X099379,Pemeriksaaan TCM XDR,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0
437,Mikrobiologi Klinik,Line Probe Assay (LPA) Lini 1,Permintaan & Hasil,Sputum,Ordinal,,,X099380,Line Probe Assay (LPA) Lini 1,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0
438,Mikrobiologi Klinik,Line Probe Assay (LPA) Lini 2,Permintaan & Hasil,Sputum,Ordinal,,,X099381,Line Probe Assay (LPA) Lini 2,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0
439,Mikrobiologi Klinik,Line Probe Assay (LPA) LINI 1-2 ,Permintaan & Hasil,Sputum,Ordinal,,,X099782,Line Probe Assay (LPA) LINI 1-2 ,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0
440,Mikrobiologi Klinik,Line Probe Assay (LPA) LINI 1-2 + NTM,Permintaan & Hasil,Sputum,Ordinal,,,X099382,Line Probe Assay (LPA) LINI 1-2 + NTM,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0
441,Mikrobiologi Klinik,Uji resistansi M. tuberculosis (genotype method) ,Permintaan,Isolat,Ordinal,Genotyping,,89486-5,Mycobacterial susceptibility panel Qualitative by Genotype method ,Mycobacterial susceptibility panel,-,Pt,Isolate,Ord,Genotyping,,http://loinc.org,2.64,2.69,1.0,1.0
442,Mikrobiologi Klinik,Amikacin (Uji resistansi),Permintaan & Hasil,Isolat,Ordinal,Genotyping,,89484-0,Amikacin [Susceptibility] by Genotype method,Amikacin,Susc,Pt,Isolate,Ord,Genotyping,,http://loinc.org,2.64,2.69,1.0,1.0
