IDKategori,Nama Pemeriksaan,Permintaan/Hasil,Spesimen,Tipe hasil pemeriksaan,Satuan,Metode Analisis,Code,Display,Component,Property,Timing,System,Scale,Method,Unit of Measure,Code System
23,IgG Anti CMV,Permintaan & Hasil,Serum,Quantitative,U/mL,ELFA,5124-3,Cytomegalovirus IgG Ab [Units/volume] in Serum or Plasma by Immunoassay,Cytomegalovirus Ab.IgG,ACnc,Pt,Ser/Plas,Qn,IA,[arb'U]/mL,http://loinc.org
23,IgM Anti CMV,Permintaan & Hasil,Serum,Quantitative,Indeks,CMIA,5126-8,Cytomegalovirus IgM Ab [Units/volume] in Serum or Plasma by Immunoassay,Cytomegalovirus Ab.IgM,ACnc,Pt,Ser/Plas,Qn,IA,{Index_val},http://loinc.org
23,Aviditas IgG Anti CMV,Permintaan & Hasil,Serum,Quantitative,Index,,52984-2,Cytomegalovirus IgG Ab avidity [Ratio] in Serum or Plasma by Immunoassay,Cytomegalovirus Ab.IgG avidity,Ratio,Pt,Ser/Plas,Qn,IA,%,http://loinc.org
23,Antigenemia CMV darah,Permintaan & Hasil,Darah,Quantitative,/10*5{PMN},,78001-5,Cytomegalovirus pp65 Ag/100000 PMN cells in Blood by Immunofluorescence,Cytomegalovirus pp65 Ag/100000 PMN cells,NFr,Pt,Bld,Qn,IF,/10*5{PMN},http://loinc.org
23,Antigenemia CMV darah,Permintaan & Hasil,Darah,Quantitative,/10*5{PMN},Immunofluorescence,78001-5,Cytomegalovirus pp65 Ag/100000 PMN cells in Blood by Immunofluorescence,Cytomegalovirus pp65 Ag/100000 PMN cells,NFr,Pt,Bld,Qn,IF,/10*5{PMN},http://loinc.org
23,Aviditas IgG Anti CMV,Permintaan & Hasil,Serum,Ordinal,,,78445-4,Cytomegalovirus IgG Ab avidity [Presence] in Serum or Plasma by Immunoassay,Cytomegalovirus Ab.IgG avidity,PrThr,Pt,Ser/Plas,Ord,IA,,http://loinc.org
23,IgM Anti CMV,Permintaan & Hasil,Serum,Ordinal,,,30325-5,Cytomegalovirus IgM Ab [Presence] in Serum or Plasma,Cytomegalovirus Ab.IgM,PrThr,Pt,Ser/Plas,Ord,,,http://loinc.org
23,Antigenemia CMV urine,Permintaan & Hasil,Urine,Quantitative,,,X099149,Antigenemia CMV urine,,,Pt,Urine,Qn,,,http://terminology.kemkes.go.id/CodeSystem/examination
23,IgM Anti CMV,Permintaan & Hasil,Serum,Quantitative,Indeks,ELFA,5126-8,Cytomegalovirus IgM Ab [Units/volume] in Serum or Plasma by Immunoassay,Cytomegalovirus Ab.IgM,ACnc,Pt,Ser/Plas,Qn,IA,{Index_val},http://loinc.org
23,IgG Anti HSV 1,Permintaan & Hasil,Serum,Quantitative,U/mL,ELISA,5206-8,Herpes simplex virus 1 IgG Ab [Units/volume] in Serum by Immunoassay,Herpes simplex virus 1 Ab.IgG,ACnc,Pt,Ser,Qn,IA,[arb'U]/mL;{Index_val},http://loinc.org
23,IgM Anti CMV,Permintaan & Hasil,Serum,Quantitative,Indeks,ECLIA,5126-8,Cytomegalovirus IgM Ab [Units/volume] in Serum or Plasma by Immunoassay,Cytomegalovirus Ab.IgM,ACnc,Pt,Ser/Plas,Qn,IA,{Index_val},http://loinc.org
23,IgG Anti HSV 1,Permintaan & Hasil,Serum,Quantitative,U/mL,MICRO ELISA,5206-8,Herpes simplex virus 1 IgG Ab [Units/volume] in Serum by Immunoassay,Herpes simplex virus 1 Ab.IgG,ACnc,Pt,Ser,Qn,IA,[arb'U]/mL;{Index_val},http://loinc.org
23,IgM Anti CMV,Permintaan & Hasil,Serum,Quantitative,Indeks,CMIA,5126-8,Cytomegalovirus IgM Ab [Units/volume] in Serum or Plasma by Immunoassay,Cytomegalovirus Ab.IgM,ACnc,Pt,Ser/Plas,Qn,IA,{Index_val},http://loinc.org
23,IgG Anti HSV 1,Permintaan & Hasil,Serum,Quantitative,U/mL,ECLIA,5206-8,Herpes simplex virus 1 IgG Ab [Units/volume] in Serum by Immunoassay,Herpes simplex virus 1 Ab.IgG,ACnc,Pt,Ser,Qn,IA,[arb'U]/mL;{Index_val},http://loinc.org
23,IgG Anti HSV 1,Permintaan & Hasil,Serum,Ordinal,,ELISA,51916-5,Herpes simplex virus 1 IgG Ab [Presence] in Serum or Plasma by Immunoassay,Herpes simplex virus 1 Ab.IgG,PrThr,Pt,Ser/Plas,Ord,IA,,http://loinc.org
23,Antigenemia CMV darah,Permintaan & Hasil,Darah,Quantitative,/10*5{PMN},,78001-5,Cytomegalovirus pp65 Ag/100000 PMN cells in Blood by Immunofluorescence,Cytomegalovirus pp65 Ag/100000 PMN cells,NFr,Pt,Bld,Qn,IF,/10*5{PMN},http://loinc.org
23,IgM Anti HSV 1,Permintaan & Hasil,Serum,Ordinal,,ELISA,32687-6,Herpes simplex virus 1 IgM Ab [Presence] in Serum,Herpes simplex virus 1 Ab.IgM,PrThr,Pt,Ser,Ord,,,http://loinc.org
23,Antigenemia CMV darah,Permintaan & Hasil,Darah,Quantitative,/10*5{PMN},Immunofluorescence,78001-5,Cytomegalovirus pp65 Ag/100000 PMN cells in Blood by Immunofluorescence,Cytomegalovirus pp65 Ag/100000 PMN cells,NFr,Pt,Bld,Qn,IF,/10*5{PMN},http://loinc.org
23,IgM Anti HSV 1,Permintaan & Hasil,Serum,Ordinal,,,32687-6,Herpes simplex virus 1 IgM Ab [Presence] in Serum,Herpes simplex virus 1 Ab.IgM,PrThr,Pt,Ser,Ord,,,http://loinc.org
23,Antigenemia CMV urine,Permintaan & Hasil,Urine,Quantitative,,,X099149,Antigenemia CMV urine,,,Pt,Urine,Qn,,,http://terminology.kemkes.go.id/CodeSystem/examination
23,IgG Anti HSV 1,Permintaan & Hasil,Serum,Quantitative,U/mL,ELISA,5206-8,Herpes simplex virus 1 IgG Ab [Units/volume] in Serum by Immunoassay,Herpes simplex virus 1 Ab.IgG,ACnc,Pt,Ser,Qn,IA,[arb'U]/mL;{Index_val},http://loinc.org
23,IgM Anti HSV 1,Permintaan & Hasil,Serum,Quantitative,U/mL,MICRO ELISA,5207-6,Herpes simplex virus 1 IgM Ab [Units/volume] in Serum by Immunoassay,Herpes simplex virus 1 Ab.IgM,ACnc,Pt,Ser,Qn,IA,[arb'U]/mL,http://loinc.org
23,IgG Anti HSV 1,Permintaan & Hasil,Serum,Quantitative,U/mL,MICRO ELISA,5206-8,Herpes simplex virus 1 IgG Ab [Units/volume] in Serum by Immunoassay,Herpes simplex virus 1 Ab.IgG,ACnc,Pt,Ser,Qn,IA,[arb'U]/mL;{Index_val},http://loinc.org
23,IgM Anti HSV 1,Permintaan & Hasil,Serum,Quantitative,U/mL,ELISA,5207-6,Herpes simplex virus 1 IgM Ab [Units/volume] in Serum by Immunoassay,Herpes simplex virus 1 Ab.IgM,ACnc,Pt,Ser,Qn,IA,[arb'U]/mL,http://loinc.org
23,IgG Anti HSV 2,Permintaan & Hasil,Serum,Ordinal,,,17851-7,Herpes simplex virus 2 IgG Ab [Presence] in Serum,Herpes simplex virus 2 Ab.IgG,PrThr,Pt,Ser,Ord,,,http://loinc.org
23,IgG Anti HSV 1,Permintaan & Hasil,Serum,Quantitative,U/mL,ECLIA,5206-8,Herpes simplex virus 1 IgG Ab [Units/volume] in Serum by Immunoassay,Herpes simplex virus 1 Ab.IgG,ACnc,Pt,Ser,Qn,IA,[arb'U]/mL;{Index_val},http://loinc.org
23,IgG Anti HSV 2,Permintaan & Hasil,Serum,Ordinal,,ELISA,43180-9,Herpes simplex virus 2 IgG Ab [Presence] in Serum or Plasma by Immunoassay,Herpes simplex virus 2 Ab.IgG,PrThr,Pt,Ser/Plas,Ord,IA,,http://loinc.org
23,IgG Anti HSV 1,Permintaan & Hasil,Serum,Ordinal,,ELISA,51916-5,Herpes simplex virus 1 IgG Ab [Presence] in Serum or Plasma by Immunoassay,Herpes simplex virus 1 Ab.IgG,PrThr,Pt,Ser/Plas,Ord,IA,,http://loinc.org
23,IgM Anti HSV 1,Permintaan & Hasil,Serum,Ordinal,,ELISA,32687-6,Herpes simplex virus 1 IgM Ab [Presence] in Serum,Herpes simplex virus 1 Ab.IgM,PrThr,Pt,Ser,Ord,,,http://loinc.org
23,IgG Anti HSV 2,Permintaan & Hasil,Serum,Quantitative,U/mL,MIKRO ELISA,5209-2,Herpes simplex virus 2 IgG Ab [Units/volume] in Serum by Immunoassay,Herpes simplex virus 2 Ab.IgG,ACnc,Pt,Ser,Qn,IA,{Index_val},http://loinc.org
23,IgM Anti HSV 1,Permintaan & Hasil,Serum,Ordinal,,,32687-6,Herpes simplex virus 1 IgM Ab [Presence] in Serum,Herpes simplex virus 1 Ab.IgM,PrThr,Pt,Ser,Ord,,,http://loinc.org
23,IgG Anti HSV 2,Permintaan & Hasil,Serum,Quantitative,U/mL,ECLIA,5209-2,Herpes simplex virus 2 IgG Ab [Units/volume] in Serum by Immunoassay,Herpes simplex virus 2 Ab.IgG,ACnc,Pt,Ser,Qn,IA,{Index_val},http://loinc.org
23,IgM Anti HSV 1,Permintaan & Hasil,Serum,Quantitative,U/mL,MICRO ELISA,5207-6,Herpes simplex virus 1 IgM Ab [Units/volume] in Serum by Immunoassay,Herpes simplex virus 1 Ab.IgM,ACnc,Pt,Ser,Qn,IA,[arb'U]/mL,http://loinc.org
23,IgG Anti HSV 2,Permintaan & Hasil,Serum,Quantitative,U/mL,ELISA,5209-2,Herpes simplex virus 2 IgG Ab [Units/volume] in Serum by Immunoassay,Herpes simplex virus 2 Ab.IgG,ACnc,Pt,Ser,Qn,IA,{Index_val},http://loinc.org
23,IgM Anti HSV 2,Permintaan & Hasil,Serum,Ordinal,,,32688-4,Herpes simplex virus 2 IgM Ab [Presence] in Serum,Herpes simplex virus 2 Ab.IgM,PrThr,Pt,Ser,Ord,,,http://loinc.org
23,IgM Anti HSV 1,Permintaan & Hasil,Serum,Quantitative,U/mL,ELISA,5207-6,Herpes simplex virus 1 IgM Ab [Units/volume] in Serum by Immunoassay,Herpes simplex virus 1 Ab.IgM,ACnc,Pt,Ser,Qn,IA,[arb'U]/mL,http://loinc.org
23,IgG Anti HSV 2,Permintaan & Hasil,Serum,Ordinal,,,17851-7,Herpes simplex virus 2 IgG Ab [Presence] in Serum,Herpes simplex virus 2 Ab.IgG,PrThr,Pt,Ser,Ord,,,http://loinc.org
23,IgM Anti HSV 2,Permintaan & Hasil,Serum,Ordinal,,ELISA,44494-3,Herpes simplex virus 2 IgM Ab [Presence] in Serum by Immunoassay,Herpes simplex virus 2 Ab.IgM,PrThr,Pt,Ser,Ord,IA,,http://loinc.org
23,IgG Anti HSV 2,Permintaan & Hasil,Serum,Ordinal,,ELISA,43180-9,Herpes simplex virus 2 IgG Ab [Presence] in Serum or Plasma by Immunoassay,Herpes simplex virus 2 Ab.IgG,PrThr,Pt,Ser/Plas,Ord,IA,,http://loinc.org
23,IgM Anti HSV 2,Permintaan & Hasil,Serum,Quantitative,U/mL,MIKRO ELISA,5210-0,Herpes simplex virus 2 IgM Ab [Units/volume] in Serum by Immunoassay,Herpes simplex virus 2 Ab.IgM,ACnc,Pt,Ser,Qn,IA,[arb'U]/mL,http://loinc.org
23,IgG Anti HSV 2,Permintaan & Hasil,Serum,Quantitative,U/mL,MIKRO ELISA,5209-2,Herpes simplex virus 2 IgG Ab [Units/volume] in Serum by Immunoassay,Herpes simplex virus 2 Ab.IgG,ACnc,Pt,Ser,Qn,IA,{Index_val},http://loinc.org
23,IgM Anti HSV 2,Permintaan & Hasil,Serum,Quantitative,U/mL,ELISA,5210-0,Herpes simplex virus 2 IgM Ab [Units/volume] in Serum by Immunoassay,Herpes simplex virus 2 Ab.IgM,ACnc,Pt,Ser,Qn,IA,[arb'U]/mL,http://loinc.org
23,IgG Anti HSV 2,Permintaan & Hasil,Serum,Quantitative,U/mL,ECLIA,5209-2,Herpes simplex virus 2 IgG Ab [Units/volume] in Serum by Immunoassay,Herpes simplex virus 2 Ab.IgG,ACnc,Pt,Ser,Qn,IA,{Index_val},http://loinc.org
23,IgG Anti Rubella,Permintaan & Hasil,Serum,Quantitative,U/mL,,8014-3,Rubella virus IgG Ab [Units/volume] in Serum,Rubella virus Ab.IgG,ACnc,Pt,Ser,Qn,,[IU]/mL,http://loinc.org
23,IgG Anti HSV 2,Permintaan & Hasil,Serum,Quantitative,U/mL,ELISA,5209-2,Herpes simplex virus 2 IgG Ab [Units/volume] in Serum by Immunoassay,Herpes simplex virus 2 Ab.IgG,ACnc,Pt,Ser,Qn,IA,{Index_val},http://loinc.org
23,IgG Anti Rubella,Permintaan & Hasil,Serum,Quantitative,U/mL,ELFA,5334-8,Rubella virus IgG Ab [Units/volume] in Serum or Plasma by Immunoassay,Rubella virus Ab.IgG,ACnc,Pt,Ser/Plas,Qn,IA,[arb'U]/mL,http://loinc.org
23,IgM Anti HSV 2,Permintaan & Hasil,Serum,Ordinal,,,32688-4,Herpes simplex virus 2 IgM Ab [Presence] in Serum,Herpes simplex virus 2 Ab.IgM,PrThr,Pt,Ser,Ord,,,http://loinc.org
23,IgG Anti Rubella,Permintaan & Hasil,Serum,Quantitative,U/mL,CMIA,5334-8,Rubella virus IgG Ab [Units/volume] in Serum or Plasma by Immunoassay,Rubella virus Ab.IgG,ACnc,Pt,Ser/Plas,Qn,IA,[arb'U]/mL,http://loinc.org
23,IgM Anti HSV 2,Permintaan & Hasil,Serum,Ordinal,,ELISA,44494-3,Herpes simplex virus 2 IgM Ab [Presence] in Serum by Immunoassay,Herpes simplex virus 2 Ab.IgM,PrThr,Pt,Ser,Ord,IA,,http://loinc.org
23,IgG Anti Rubella,Permintaan & Hasil,Serum,Quantitative,U/mL,ECLIA,5334-8,Rubella virus IgG Ab [Units/volume] in Serum or Plasma by Immunoassay,Rubella virus Ab.IgG,ACnc,Pt,Ser/Plas,Qn,IA,[arb'U]/mL,http://loinc.org
23,IgM Anti Rubella,Permintaan & Hasil,Serum,Ordinal,,,31616-6,Rubella virus IgM Ab [Presence] in Serum,Rubella virus Ab.IgM,PrThr,Pt,Ser,Ord,,,http://loinc.org
23,IgM Anti HSV 2,Permintaan & Hasil,Serum,Quantitative,U/mL,MIKRO ELISA,5210-0,Herpes simplex virus 2 IgM Ab [Units/volume] in Serum by Immunoassay,Herpes simplex virus 2 Ab.IgM,ACnc,Pt,Ser,Qn,IA,[arb'U]/mL,http://loinc.org
23,IgM Anti HSV 2,Permintaan & Hasil,Serum,Quantitative,U/mL,ELISA,5210-0,Herpes simplex virus 2 IgM Ab [Units/volume] in Serum by Immunoassay,Herpes simplex virus 2 Ab.IgM,ACnc,Pt,Ser,Qn,IA,[arb'U]/mL,http://loinc.org
23,IgM Anti Rubella,Permintaan & Hasil,Serum,Quantitative,U/mL,CMIA,5335-5,Rubella virus IgM Ab [Units/volume] in Serum by Immunoassay,Rubella virus Ab.IgM,ACnc,Pt,Ser,Qn,IA,[arb'U]/mL;{Index_val},http://loinc.org
23,IgM Anti Rubella,Permintaan & Hasil,Serum,Quantitative,U/mL,ECLIA,5335-5,Rubella virus IgM Ab [Units/volume] in Serum by Immunoassay,Rubella virus Ab.IgM,ACnc,Pt,Ser,Qn,IA,[arb'U]/mL;{Index_val},http://loinc.org
23,IgG Anti Rubella,Permintaan & Hasil,Serum,Quantitative,U/mL,,8014-3,Rubella virus IgG Ab [Units/volume] in Serum,Rubella virus Ab.IgG,ACnc,Pt,Ser,Qn,,[IU]/mL,http://loinc.org
23,IgG Anti Rubella,Permintaan & Hasil,Serum,Quantitative,U/mL,ELFA,5334-8,Rubella virus IgG Ab [Units/volume] in Serum or Plasma by Immunoassay,Rubella virus Ab.IgG,ACnc,Pt,Ser/Plas,Qn,IA,[arb'U]/mL,http://loinc.org
23,IgM Anti Rubella,Permintaan & Hasil,Serum,Quantitative,U/mL,ELFA,5335-5,Rubella virus IgM Ab [Units/volume] in Serum by Immunoassay,Rubella virus Ab.IgM,ACnc,Pt,Ser,Qn,IA,[arb'U]/mL;{Index_val},http://loinc.org
23,IgG Anti Rubella,Permintaan & Hasil,Serum,Quantitative,U/mL,CMIA,5334-8,Rubella virus IgG Ab [Units/volume] in Serum or Plasma by Immunoassay,Rubella virus Ab.IgG,ACnc,Pt,Ser/Plas,Qn,IA,[arb'U]/mL,http://loinc.org
23,IgG Anti Toksoplasma,Permintaan & Hasil,Serum,Quantitative,U/mL,,8039-0,Toxoplasma gondii IgG Ab [Units/volume] in Serum,Toxoplasma gondii Ab.IgG,ACnc,Pt,Ser,Qn,,[arb'U]/mL,http://loinc.org
23,IgG Anti Rubella,Permintaan & Hasil,Serum,Quantitative,U/mL,ECLIA,5334-8,Rubella virus IgG Ab [Units/volume] in Serum or Plasma by Immunoassay,Rubella virus Ab.IgG,ACnc,Pt,Ser/Plas,Qn,IA,[arb'U]/mL,http://loinc.org
23,IgG Anti Toksoplasma,Permintaan & Hasil,Serum,Quantitative,U/mL,ELFA,5388-4,Toxoplasma gondii IgG Ab [Units/volume] in Serum or Plasma by Immunoassay,Toxoplasma gondii Ab.IgG,ACnc,Pt,Ser/Plas,Qn,IA,[arb'U]/mL,http://loinc.org
23,IgM Anti Rubella,Permintaan & Hasil,Serum,Ordinal,,,31616-6,Rubella virus IgM Ab [Presence] in Serum,Rubella virus Ab.IgM,PrThr,Pt,Ser,Ord,,,http://loinc.org
23,IgG Anti Toksoplasma,Permintaan & Hasil,Serum,Quantitative,U/mL,CMIA,5388-4,Toxoplasma gondii IgG Ab [Units/volume] in Serum or Plasma by Immunoassay,Toxoplasma gondii Ab.IgG,ACnc,Pt,Ser/Plas,Qn,IA,[arb'U]/mL,http://loinc.org
23,IgM Anti Rubella,Permintaan & Hasil,Serum,Quantitative,U/mL,CMIA,5335-5,Rubella virus IgM Ab [Units/volume] in Serum by Immunoassay,Rubella virus Ab.IgM,ACnc,Pt,Ser,Qn,IA,[arb'U]/mL;{Index_val},http://loinc.org
23,IgG Anti Toksoplasma,Permintaan & Hasil,Serum,Quantitative,U/mL,ECLIA,5388-4,Toxoplasma gondii IgG Ab [Units/volume] in Serum or Plasma by Immunoassay,Toxoplasma gondii Ab.IgG,ACnc,Pt,Ser/Plas,Qn,IA,[arb'U]/mL,http://loinc.org
23,IgM Anti Rubella,Permintaan & Hasil,Serum,Quantitative,U/mL,ECLIA,5335-5,Rubella virus IgM Ab [Units/volume] in Serum by Immunoassay,Rubella virus Ab.IgM,ACnc,Pt,Ser,Qn,IA,[arb'U]/mL;{Index_val},http://loinc.org
23,Aviditas IgG Anti Toxoplasma,Permintaan & Hasil,Serum,Quantitative,Index,ELFA,56990-5,Toxoplasma gondii IgG Ab avidity [Ratio] in Serum by Immunoassay,Toxoplasma gondii Ab.IgG avidity,Ratio,Pt,Ser,Qn,IA,%,http://loinc.org
23,IgM Anti Rubella,Permintaan & Hasil,Serum,Quantitative,U/mL,ELFA,5335-5,Rubella virus IgM Ab [Units/volume] in Serum by Immunoassay,Rubella virus Ab.IgM,ACnc,Pt,Ser,Qn,IA,[arb'U]/mL;{Index_val},http://loinc.org
23,Aviditas IgG Anti Toxoplasma,Permintaan & Hasil,Serum,Quantitative,Index,,56990-5,Toxoplasma gondii IgG Ab avidity [Ratio] in Serum by Immunoassay,Toxoplasma gondii Ab.IgG avidity,Ratio,Pt,Ser,Qn,IA,%,http://loinc.org
23,Aviditas IgG Anti Toxoplasma,Permintaan & Hasil,Serum,Ordinal,,,56991-3,Toxoplasma gondii IgG Ab avidity [Presence] in Serum or Plasma by Immunoassay,Toxoplasma gondii Ab.IgG avidity,PrThr,Pt,Ser/Plas,Ord,IA,,http://loinc.org
23,IgG Anti Toksoplasma,Permintaan & Hasil,Serum,Quantitative,U/mL,,8039-0,Toxoplasma gondii IgG Ab [Units/volume] in Serum,Toxoplasma gondii Ab.IgG,ACnc,Pt,Ser,Qn,,[arb'U]/mL,http://loinc.org
23,IgM Anti Toksoplasma,Permintaan & Hasil,Serum,Ordinal,,,25542-2,Toxoplasma gondii IgM Ab [Presence] in Serum,Toxoplasma gondii Ab.IgM,PrThr,Pt,Ser,Ord,,,http://loinc.org
23,IgG Anti Toksoplasma,Permintaan & Hasil,Serum,Quantitative,U/mL,ELFA,5388-4,Toxoplasma gondii IgG Ab [Units/volume] in Serum or Plasma by Immunoassay,Toxoplasma gondii Ab.IgG,ACnc,Pt,Ser/Plas,Qn,IA,[arb'U]/mL,http://loinc.org
23,IgM Anti Toksoplasma,Permintaan & Hasil,Serum,Ordinal,,Immunoassay,40678-5,Toxoplasma gondii IgM Ab [Presence] in Serum or Plasma by Immunoassay,Toxoplasma gondii Ab.IgM,PrThr,Pt,Ser/Plas,Ord,IA,,http://loinc.org
23,IgG Anti Toksoplasma,Permintaan & Hasil,Serum,Quantitative,U/mL,CMIA,5388-4,Toxoplasma gondii IgG Ab [Units/volume] in Serum or Plasma by Immunoassay,Toxoplasma gondii Ab.IgG,ACnc,Pt,Ser/Plas,Qn,IA,[arb'U]/mL,http://loinc.org
23,IgM Anti Toksoplasma,Permintaan & Hasil,Serum,Ordinal,,Agglutination,33336-9,Toxoplasma gondii IgM Ab [Presence] in Serum by Agglutination,Toxoplasma gondii Ab.IgM,PrThr,Pt,Ser,Ord,Aggl,,http://loinc.org
23,IgG Anti Toksoplasma,Permintaan & Hasil,Serum,Quantitative,U/mL,ECLIA,5388-4,Toxoplasma gondii IgG Ab [Units/volume] in Serum or Plasma by Immunoassay,Toxoplasma gondii Ab.IgG,ACnc,Pt,Ser/Plas,Qn,IA,[arb'U]/mL,http://loinc.org
23,Aviditas IgG Anti Toxoplasma,Permintaan & Hasil,Serum,Quantitative,Index,ELFA,56990-5,Toxoplasma gondii IgG Ab avidity [Ratio] in Serum by Immunoassay,Toxoplasma gondii Ab.IgG avidity,Ratio,Pt,Ser,Qn,IA,%,http://loinc.org
23,IgM Anti Toksoplasma,Permintaan & Hasil,Serum,Quantitative,U/mL,,8040-8,Toxoplasma gondii IgM Ab [Units/volume] in Serum,Toxoplasma gondii Ab.IgM,ACnc,Pt,Ser,Qn,,[arb'U]/mL,http://loinc.org
23,IgM Anti Toksoplasma,Permintaan & Hasil,Serum,Quantitative,Indeks,CMIA,5390-0,Toxoplasma gondii IgM Ab [Units/volume] in Serum by Immunoassay,Toxoplasma gondii Ab.IgM,ACnc,Pt,Ser,Qn,IA,{Index_val},http://loinc.org
23,Aviditas IgG Anti Toxoplasma,Permintaan & Hasil,Serum,Quantitative,Index,,56990-5,Toxoplasma gondii IgG Ab avidity [Ratio] in Serum by Immunoassay,Toxoplasma gondii Ab.IgG avidity,Ratio,Pt,Ser,Qn,IA,%,http://loinc.org
23,IgM Anti Toksoplasma,Permintaan & Hasil,Serum,Quantitative,Indeks,ECLIA,5390-0,Toxoplasma gondii IgM Ab [Units/volume] in Serum by Immunoassay,Toxoplasma gondii Ab.IgM,ACnc,Pt,Ser,Qn,IA,{Index_val},http://loinc.org
23,Aviditas IgG Anti Toxoplasma,Permintaan & Hasil,Serum,Ordinal,,,56991-3,Toxoplasma gondii IgG Ab avidity [Presence] in Serum or Plasma by Immunoassay,Toxoplasma gondii Ab.IgG avidity,PrThr,Pt,Ser/Plas,Ord,IA,,http://loinc.org
23,IgM Anti Toksoplasma,Permintaan & Hasil,Serum,Ordinal,,,25542-2,Toxoplasma gondii IgM Ab [Presence] in Serum,Toxoplasma gondii Ab.IgM,PrThr,Pt,Ser,Ord,,,http://loinc.org
23,IgM Anti Toksoplasma,Permintaan & Hasil,Serum,Quantitative,Indeks,ELFA,5390-0,Toxoplasma gondii IgM Ab [Units/volume] in Serum by Immunoassay,Toxoplasma gondii Ab.IgM,ACnc,Pt,Ser,Qn,IA,{Index_val},http://loinc.org
23,IgM Anti Toksoplasma,Permintaan & Hasil,Serum,Ordinal,,Immunoassay,40678-5,Toxoplasma gondii IgM Ab [Presence] in Serum or Plasma by Immunoassay,Toxoplasma gondii Ab.IgM,PrThr,Pt,Ser/Plas,Ord,IA,,http://loinc.org
23,TPHA,Permintaan & Hasil,Serum,Ordinal,,,8041-6,Treponema pallidum Ab [Presence] in Serum by Hemagglutination,Treponema pallidum Ab,PrThr,Pt,Ser,Ord,HA,,http://loinc.org
23,TPHA,Permintaan & Hasil,Serum,Quantitative,{titer},Hemagglutination,26009-1,Treponema pallidum Ab [Titer] in Serum by Hemagglutination,Treponema pallidum Ab,Titr,Pt,Ser,Qn,HA,{titer},http://loinc.org
23,IgM Anti Toksoplasma,Permintaan & Hasil,Serum,Ordinal,,Agglutination,33336-9,Toxoplasma gondii IgM Ab [Presence] in Serum by Agglutination,Toxoplasma gondii Ab.IgM,PrThr,Pt,Ser,Ord,Aggl,,http://loinc.org
23,Tes Manthoux,Hasil,Kulit,Quantitative,mm,,23537-4,Tuberculosis reaction wheal [Diameter] --2 days post dose mammalian tuberculin intradermal,Tuberculosis reaction wheal^2D post dose mammalian tuberculin ID,Diam,Pt,Skin,Qn,,mm,http://loinc.org
23,IgM Anti Toksoplasma,Permintaan & Hasil,Serum,Quantitative,U/mL,,8040-8,Toxoplasma gondii IgM Ab [Units/volume] in Serum,Toxoplasma gondii Ab.IgM,ACnc,Pt,Ser,Qn,,[arb'U]/mL,http://loinc.org
23,Tes Manthoux,Hasil,Kulit,Quantitative,mm,,23539-0,Tuberculosis reaction wheal [Diameter] --3 days post dose mammalian tuberculin intradermal,Tuberculosis reaction wheal^3D post dose mammalian tuberculin ID,Diam,Pt,Skin,Qn,,mm,http://loinc.org
23,IgM Anti Toksoplasma,Permintaan & Hasil,Serum,Quantitative,Indeks,CMIA,5390-0,Toxoplasma gondii IgM Ab [Units/volume] in Serum by Immunoassay,Toxoplasma gondii Ab.IgM,ACnc,Pt,Ser,Qn,IA,{Index_val},http://loinc.org
23,IgM Anti Toksoplasma,Permintaan & Hasil,Serum,Quantitative,Indeks,ECLIA,5390-0,Toxoplasma gondii IgM Ab [Units/volume] in Serum by Immunoassay,Toxoplasma gondii Ab.IgM,ACnc,Pt,Ser,Qn,IA,{Index_val},http://loinc.org
23,IgM Anti Toksoplasma,Permintaan & Hasil,Serum,Quantitative,Indeks,ELFA,5390-0,Toxoplasma gondii IgM Ab [Units/volume] in Serum by Immunoassay,Toxoplasma gondii Ab.IgM,ACnc,Pt,Ser,Qn,IA,{Index_val},http://loinc.org
23,TPHA,Permintaan & Hasil,Serum,Ordinal,,,8041-6,Treponema pallidum Ab [Presence] in Serum by Hemagglutination,Treponema pallidum Ab,PrThr,Pt,Ser,Ord,HA,,http://loinc.org
23,TPHA,Permintaan & Hasil,Serum,Quantitative,{titer},Hemagglutination,26009-1,Treponema pallidum Ab [Titer] in Serum by Hemagglutination,Treponema pallidum Ab,Titr,Pt,Ser,Qn,HA,{titer},http://loinc.org
23,Tes Manthoux,Hasil,Kulit,Quantitative,mm,,23537-4,Tuberculosis reaction wheal [Diameter] --2 days post dose mammalian tuberculin intradermal,Tuberculosis reaction wheal^2D post dose mammalian tuberculin ID,Diam,Pt,Skin,Qn,,mm,http://loinc.org
23,Tes Manthoux,Hasil,Kulit,Quantitative,mm,,23539-0,Tuberculosis reaction wheal [Diameter] --3 days post dose mammalian tuberculin intradermal,Tuberculosis reaction wheal^3D post dose mammalian tuberculin ID,Diam,Pt,Skin,Qn,,mm,http://loinc.org
23,Widal,Permintaan,Darah ,Quantitative,,,X099312,Widal,,,Pt,Bld ,Qn ,,,http://terminology.kemkes.go.id/CodeSystem/examination
24,LDH,Permintaan & Hasil,Cairan tubuh ,Quantitative,U/L,Reaction: pyruvate to lactate,60017-1,Lactate dehydrogenase [Enzymatic activity/volume] in Body fluid by Pyruvate to lactate reaction,Lactate dehydrogenase,CCnc,Pt,Body fld,Qn,Reaction: pyruvate to lactate,U/L,http://loinc.org
