IDKategori,Nama Pemeriksaan ,Permintaan/Hasil,Code ,Long Common Name,Component,Property,Timing,System,Scale,Method,Class,Unit,Order/Observation,Code System,Version First Released,Version Last Changed,Version First Released (DTO),Version Last Changed (DTO),First Released Date,Last Changed Date,
44,RFA pembuluh darah limfatik pelvis dan abdomen kanan dengan kontras intra lymphatic,Permintaan & Hasil,38811-6,RFA Abdominal and pelvic lymphatic vessels - right Views W contrast intra lymphatic,Views^W contrast intra lymphatic,Find,Pt,Abdomen>Abdominal lymphatic vessels.right & Pelvis>Pelvic lymphatic vessels.right,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA pembuluh darah limfatik pelvis dan abdomen kiri dengan kontras intra lymphatic,Permintaan & Hasil,37596-4,RFA Abdominal and pelvic lymphatic vessels - left Views W contrast intra lymphatic,Views^W contrast intra lymphatic,Find,Pt,Abdomen>Abdominal lymphatic vessels.left & Pelvis>Pelvic lymphatic vessels.left,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA pembuluh darah pelvis dengan kontras,Permintaan & Hasil,37615-2,RFA Pelvis vessels Views W contrast,Views^W contrast,Find,Pt,Pelvis>Pelvis vessels,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA pembuluh darah renal kanan,Permintaan & Hasil,64141-5,RFA Renal vessels - right Views W contrast,Views^W contrast,Find,Pt,Abdomen>Renal vessels.right,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA pembuluh darah renal kiri,Permintaan & Hasil,64140-7,RFA Renal vessels - left Views W contrast,Views^W contrast,Find,Pt,Abdomen>Renal vessels.left,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA pembuluh darah spinal,Permintaan & Hasil,86460-3,RFA Spine vessel Views,Views,Find,Pt,XXX>Spine vessel,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA pembuluh darah viseral dengan kontras,Permintaan & Hasil,37981-8,RFA Visceral vessels Views W contrast,Views^W contrast,Find,Pt,XXX>Visceral vessels,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA percutaneous transhepatic portography dengan kontras transhepatic,Permintaan & Hasil,30841-1,RFA Portal vein Views W contrast transhepatic,Views^W contrast transhepatic,Find,Pt,Abdomen>Portal vein,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA Peritoneogram,Permintaan & Hasil,30816-3,RFA Peritoneum Views W contrast percutaneous intraperitoneal,Views^W contrast percutaneous intraperitoneal,Find,Pt,Abdomen>Peritoneum,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA splenoportografi dengan kontras IA,Permintaan & Hasil,24991-2,RFA Splenic vein and Portal vein Views W contrast IA,Views^W contrast IA,Find,Pt,Abdomen>Splenic vein+Portal vein,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA terapi transkateter infus dengan kontras melalui kateter,Permintaan & Hasil,94094-0,RFA Unspecified body region Limited Views for therapy or embolization or infusion W contrast via existing catheter,Views limited for therapy or embolization or infusion^W contrast via existing catheter,Find,Pt,XXX,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA vena adrenal bilateral dengan kontras IV,Permintaan & Hasil,30844-5,RFA Adrenal vein - bilateral Views W contrast IV,Views^W contrast IV,Find,Pt,Abdomen>Adrenal vein.bilateral,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA vena adrenal kanan dengan kontras IV,Permintaan & Hasil,37940-4,RFA Adrenal vein - right Views W contrast IV,Views^W contrast IV,Find,Pt,Abdomen>Adrenal vein.right,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA vena adrenal kiri dengan kontras IV,Permintaan & Hasil,37602-0,RFA Adrenal vein - left Views W contrast IV,Views^W contrast IV,Find,Pt,Abdomen>Adrenal vein.left,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA vena cava inferior dengan kontras IV,Permintaan & Hasil,30845-2,RFA Inferior vena cava Views W contrast IV,Views^W contrast IV,Find,Pt,Abdomen>Vena cava.inferior,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA vena cava superior dengan kontras IV,Permintaan & Hasil,30645-6,RFA Superior vena cava Views W contrast IV,Views^W contrast IV,Find,Pt,Chest>Vena cava.superior,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA vena ekstremitas bilateral dengan kontras IV,Permintaan & Hasil,37412-4,RFA Extremity veins - bilateral Views W contrast IV,Views^W contrast IV,Find,Pt,Extremity.bilateral>Extremity veins,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA vena ekstremitas unilateral dengan kontras IV,Permintaan & Hasil,86396-9,RFA Extremity veins - unilateral Views W contrast IV,Views^W contrast IV,Find,Pt,Extremity.unilateral>Extremity veins,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA vena epidural dengan kontras IV,Permintaan & Hasil,30819-7,RFA Epidural veins Views W contrast IV,Views^W contrast IV,Find,Pt,XXX>Epidural veins,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA vena ginjal bilateral dengan kontras IV,Permintaan & Hasil,30846-0,RFA Renal vein - bilateral Views W contrast IV,Views^W contrast IV,Find,Pt,Abdomen>Renal vein.bilateral,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA vena ginjal unilateral dengan kontras IV,Permintaan & Hasil,86415-7,RFA Renal vein - unilateral Views W contrast IV,Views^W contrast IV,Find,Pt,Abdomen>Renal vein.unilateral,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA vena hepatik evaluasi hemodinamik dengan kontras IV,Permintaan & Hasil,39096-3,RFA Hepatic veins Views for hemodynamics W contrast IV,Views for hemodynamics^W contrast IV,Find,Pt,Abdomen>Hepatic veins,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA vena hepatik tanpa evaluasi hemodinamik dengan kontras IV,Permintaan & Hasil,39093-0,RFA Hepatic veins Views W contrast IV,Views^W contrast IV,Find,Pt,Abdomen>Hepatic veins,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA vena orbita dengan kontras IV,Permintaan & Hasil,30825-4,RFA Orbit veins Views W contrast IV,Views^W contrast IV,Find,Pt,Head>Orbit veins,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA vena sinus sagitalis superior dengan kontras IV,Permintaan & Hasil,37195-5,RFA Cerebral vein Views W contrast IV,Views^W contrast IV,Find,Pt,Head>Cerebral vein,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,RFA vena sinus venosus (petrosus dan sagital inferior) atau jugular dengan kontras IV,Permintaan & Hasil,37969-3,RFA Sinus vein Views W contrast IV,Views^W contrast IV,Find,Pt,Head>Sinus vein,Doc,RF.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US abdomen,Permintaan & Hasil,24558-9,US Abdomen,Multisection,Find,Pt,Abdomen,Doc,US,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US abdomen atas,Permintaan & Hasil,24558-9,US Abdomen,Multisection,Find,Pt,Abdomen,Doc,US,,,,http://loinc.org,Upper abdomen structure,http://snomed.info/sct,1.0,1.0,2/13/2023,2/13/2023,
44,US abdomen atas dan bawah,Permintaan & Hasil,24558-9,US Abdomen,Multisection,Find,Pt,Abdomen,Doc,US,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US abdomen bawah,Permintaan & Hasil,24558-9,US Abdomen,Multisection,Find,Pt,Abdomen,Doc,US,,,,http://loinc.org,Lower abdomen structure,http://snomed.info/sct,1.0,1.0,2/13/2023,2/13/2023,
44,US ankle,Permintaan & Hasil,30709-0,US Lower extremity,Multisection,Find,Pt,Lower extremity,Doc,US,,,,http://loinc.org,Ankle region structure,http://snomed.info/sct,1.0,1.0,2/13/2023,2/13/2023,
44,US ankle bilateral,Permintaan & Hasil,38013-9,US Lower extremity - bilateral,Multisection,Find,Pt,Lower extremity.bilateral,Doc,US,,,,http://loinc.org,Entire ankle joint cavity,http://snomed.info/sct,1.0,1.0,2/13/2023,2/13/2023,
44,US appendiks,Permintaan & Hasil,24548-0,US Appendix,Multisection,Find,Pt,Abdomen+Pelvis>Appendix,Doc,US,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US arteri ekstremitas inferior bilateral,Permintaan & Hasil,38130-1,US Lower extremity artery - bilateral,Multisection,Find,Pt,Lower extremity.bilateral>Lower extremity artery,Doc,US,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US arteri ekstremitas inferior kanan,Permintaan & Hasil,41815-2,US Lower extremity artery - right,Multisection,Find,Pt,Lower extremity.right>Lower extremity artery,Doc,US,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US arteri ekstremitas inferior kiri,Permintaan & Hasil,41834-3,US Lower extremity artery - left,Multisection,Find,Pt,Lower extremity.left>Lower extremity artery,Doc,US,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US arteri ekstremitas superior bilateral,Permintaan & Hasil,38014-7,US Upper extremity artery - bilateral,Multisection,Find,Pt,Upper extremity.bilateral>Upper extremity artery,Doc,US,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US arteri ekstremitas superior kanan,Permintaan & Hasil,41814-5,US Upper extremity artery - right,Multisection,Find,Pt,Upper extremity.right>Upper extremity artery,Doc,US,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US arteri ekstremitas superior kiri,Permintaan & Hasil,41833-5,US Upper extremity artery - left,Multisection,Find,Pt,Upper extremity.left>Upper extremity artery,Doc,US,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US bahu,Permintaan & Hasil,24907-8,US Shoulder,Multisection,Find,Pt,Upper extremity>Shoulder,Doc,US,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US bahu bilateral,Permintaan & Hasil,26265-9,US Shoulder - bilateral,Multisection,Find,Pt,Upper extremity.bilateral>Shoulder,Doc,US,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US coxae,Permintaan & Hasil,24760-1,US Hip,Multisection,Find,Pt,Lower extremity>Hip,Doc,US,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US coxae bayi bilateral,Permintaan & Hasil,81164-6,US Pediatric limited Hip - bilateral,Multisection limited for pediatrics,Find,Pt,Lower extremity.bilateral>Hip,Doc,US,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US diafragma,Permintaan & Hasil,24672-8,US Diaphragm for motion,Multisection for motion,Find,Pt,Chest>Diaphragm,Doc,US,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,"US doppler aorta thoracal dan abdomen, vena cava inferior serta arteri iliaka",Permintaan & Hasil,94681-4,US.doppler Thoracic and Abdominal Aorta and Inferior Vena Cava and Illiac vessels,Multisection,Find,Pt,Chest>Aorta.thoracic & Abdomen>Aorta.abdominal+Vena cava.inferior & Abdomen+Pelvis>Iliac vessels,Doc,US.doppler,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,"US doppler aorta thoracal dan abdomen, vena cava inferior serta arteri iliaka pemeriksaan terbatas",Permintaan & Hasil,94680-6,US.doppler Thoracic and Abdominal Aorta and Inferior Vena Cava and Illiac vessels limited,Multisection limited,Find,Pt,Chest>Aorta.thoracic & Abdomen>Aorta.abdominal+Vena cava.inferior & Abdomen+Pelvis>Iliac vessels,Doc,US.doppler,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US doppler arteri carotis,Permintaan & Hasil,42146-1,US.doppler Carotid arteries,Multisection,Find,Pt,Head+Neck>Carotid arteries,Doc,US.doppler,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US doppler arteri carotis pemeriksaan terbatas,Permintaan & Hasil,80850-1,US.doppler Carotid arteries limited,Multisection limited,Find,Pt,Head+Neck>Carotid arteries,Doc,US.doppler,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US doppler arteri ekstermitas bilateral,Permintaan & Hasil,39031-0,US.doppler Extremity artery - bilateral,Multisection,Find,Pt,Extremity.bilateral>Extremity artery,Doc,US.doppler,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US doppler arteri ekstremitas,Permintaan & Hasil,39042-7,US.doppler Extremity artery,Multisection,Find,Pt,Extremity>Extremity artery,Doc,US.doppler,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US doppler arteri ekstremitas atas atau grafting arteri bilateral,Permintaan & Hasil,44237-6,US.doppler Upper extremity vessel - bilateral for graft limited,Multisection limited for graft,Find,Pt,Upper extremity.bilateral>Upper extremity vessel,Doc,US.doppler,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US doppler arteri ekstremitas atas bilateral,Permintaan & Hasil,39423-9,US.doppler Upper extremity artery - bilateral,Multisection,Find,Pt,Upper extremity.bilateral>Upper extremity artery,Doc,US.doppler,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US doppler arteri ekstremitas atas kanan,Permintaan & Hasil,39506-1,US.doppler Upper extremity artery - right,Multisection,Find,Pt,Upper extremity.right>Upper extremity artery,Doc,US.doppler,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US doppler arteri ekstremitas atas kiri,Permintaan & Hasil,39500-4,US.doppler Upper extremity artery - left,Multisection,Find,Pt,Upper extremity.left>Upper extremity artery,Doc,US.doppler,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US doppler arteri ekstremitas atas terbatas,Permintaan & Hasil,38143-4,US.doppler Upper extremity artery limited,Multisection limited,Find,Pt,Upper extremity>Upper extremity artery,Doc,US.doppler,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US doppler arteri ekstremitas atas untuk grafting arteri kanan,Permintaan & Hasil,42476-2,US.doppler Upper extremity vessel - right for graft,Multisection for graft,Find,Pt,Upper extremity.right>Upper extremity vessel,Doc,US.doppler,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US doppler arteri ekstremitas atas untuk grafting arteri kiri,Permintaan & Hasil,42475-4,US.doppler Upper extremity vessel - left for graft,Multisection for graft,Find,Pt,Upper extremity.left>Upper extremity vessel,Doc,US.doppler,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US doppler arteri ekstremitas bawah bilateral lengkap,Permintaan & Hasil,39421-3,US.doppler Lower extremity artery - bilateral,Multisection,Find,Pt,Lower extremity.bilateral>Lower extremity artery,Doc,US.doppler,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US doppler arteri ekstremitas bawah kanan,Permintaan & Hasil,39505-3,US.doppler Lower extremity artery - right,Multisection,Find,Pt,Lower extremity.right>Lower extremity artery,Doc,US.doppler,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US doppler arteri ekstremitas bawah kiri,Permintaan & Hasil,39499-9,US.doppler Lower extremity artery - left,Multisection,Find,Pt,Lower extremity.left>Lower extremity artery,Doc,US.doppler,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US doppler arteri ekstremitas bawah terbatas,Permintaan & Hasil,38042-8,US.doppler Lower extremity artery limited,Multisection limited,Find,Pt,Lower extremity>Lower extremity artery,Doc,US.doppler,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US doppler arteri ekstremitas bawah untuk grafting arteri kanan,Permintaan & Hasil,42462-2,US.doppler Lower extremity vessel - right for graft,Multisection for graft,Find,Pt,Lower extremity.right>Lower extremity vessel,Doc,US.doppler,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US doppler arteri ekstremitas bawah untuk grafting arteri kiri,Permintaan & Hasil,42461-4,US.doppler Lower extremity vessel - left for graft,Multisection for graft,Find,Pt,Lower extremity.left>Lower extremity vessel,Doc,US.doppler,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US doppler arteri intra kranial pemeriksaan lengkap,Permintaan & Hasil,24733-8,US.doppler Head vessels,Multisection,Find,Pt,Head>Head vessels,Doc,US.doppler,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US doppler arteri intra kranial pemeriksaan terbatas,Permintaan & Hasil,39044-3,US.doppler Head vessels limited,Multisection limited,Find,Pt,Head>Head vessels,Doc,US.doppler,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US doppler echocardiografi,Permintaan & Hasil,80859-2,US.doppler Heart,Multisection,Find,Pt,Chest>Heart,Doc,US.doppler,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US doppler kepala anak,Permintaan & Hasil,81160-4,US.doppler Pediatric limited Head,Multisection limited for pediatrics,Find,Pt,Head,Doc,US.doppler,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US doppler pembuluh darah abdomen,Permintaan & Hasil,24534-0,US.doppler Abdominal vessels,Multisection,Find,Pt,Abdomen>Abdominal vessels,Doc,US.doppler,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US doppler pembuluh darah abdomen atas,Permintaan & Hasil,24534-0,US.doppler Abdominal vessels,Multisection,Find,Pt,Abdomen>Abdominal vessels,Doc,US.doppler,,,,http://loinc.org,Upper abdomen structure,http://snomed.info/sct,1.0,1.0,2/13/2023,2/13/2023,
44,US doppler pembuluh darah abdomen bawah (ginjal),Permintaan & Hasil,39426-2,US.doppler Renal vessels,Multisection,Find,Pt,Abdomen>Renal vessels,Doc,US.doppler,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US doppler pembuluh darah abdomen lengkap,Permintaan & Hasil,24534-0,US.doppler Abdominal vessels,Multisection,Find,Pt,Abdomen>Abdominal vessels,Doc,US.doppler,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US doppler pembuluh darah abdomen pemeriksaan terbatas,Permintaan & Hasil,43572-7,US.doppler Abdominal vessels limited,Multisection limited,Find,Pt,Abdomen>Abdominal vessels,Doc,US.doppler,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US doppler pembuluh darah ekstremitas bawah kanan,Permintaan & Hasil,39442-9,US.doppler Lower extremity vessels - right,Multisection,Find,Pt,Lower extremity.right>Lower extremity vessels,Doc,US.doppler,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US doppler pembuluh darah ekstremitas bawah kiri,Permintaan & Hasil,39431-2,US.doppler Lower extremity vessels - left,Multisection,Find,Pt,Lower extremity.left>Lower extremity vessels,Doc,US.doppler,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US doppler pembuluh darah ekstremitas superior bilateral,Permintaan & Hasil,46379-4,US.doppler Upper extremity vessels - bilateral,Multisection,Find,Pt,Upper extremity.bilateral>Upper extremity vessels,Doc,US.doppler,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US doppler pembuluh darah ekstremitas superior kanan,Permintaan & Hasil,39444-5,US.doppler Upper extremity vessels - right,Multisection,Find,Pt,Upper extremity.right>Upper extremity vessels,Doc,US.doppler,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US doppler pembuluh darah ekstremitas superior kiri,Permintaan & Hasil,39433-8,US.doppler Upper extremity vessels - left,Multisection,Find,Pt,Upper extremity.left>Upper extremity vessels,Doc,US.doppler,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US doppler pembuluh darah ginjal dan renovascular,Permintaan & Hasil,39426-2,US.doppler Renal vessels,Multisection,Find,Pt,Abdomen>Renal vessels,Doc,US.doppler,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US doppler pembuluh darah jantimg,Permintaan & Hasil,80859-2,US.doppler Heart,Multisection,Find,Pt,Chest>Heart,Doc,US.doppler,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US doppler pembuluh darah pelvis pemeriksaan terbatas,Permintaan & Hasil,42152-9,US.doppler Pelvis vessels limited,Multisection limited,Find,Pt,Pelvis>Pelvis vessels,Doc,US.doppler,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US doppler pembuluh darah penis pemeriksaan lengkap,Permintaan & Hasil,80874-1,US.doppler Penis vessels,Multisection,Find,Pt,Pelvis>Penis vessels,Doc,US.doppler,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US doppler pembuluh darah penis pemeriksaan terbatas,Permintaan & Hasil,80873-3,US.doppler Penis limited,Multisection limited,Find,Pt,Pelvis>Penis,Doc,US.doppler,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US doppler pembuluh darah testis,Permintaan & Hasil,39446-0,US.doppler Testicular vessels,Multisection,Find,Pt,Pelvis>Testicular vessels,Doc,US.doppler,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US doppler skrotum,Permintaan & Hasil,48742-1,US.doppler Scrotum and testicle,Multisection,Find,Pt,Pelvis>Scrotum+Testicle,Doc,US.doppler,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US doppler superfisial,Permintaan & Hasil,X099262,US doppler superfisial,,,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0,2/13/2023,2/13/2023,
44,US doppler untuk SIS (Saline Infusion Sonohysterography),Permintaan & Hasil,80872-5,US.doppler Uterus and Fallopian tubes W saline IU,Multisection^W saline IU,Find,Pt,Pelvis>Uterus+Fallopian tubes,Doc,US.doppler,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US doppler vena ekstremitas,Permintaan & Hasil,39449-4,US.doppler Extremity vein,Multisection,Find,Pt,Extremity>Extremity vein,Doc,US.doppler,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US doppler vena ekstremitas atas kanan,Permintaan & Hasil,39507-9,US.doppler Upper extremity vein - right,Multisection,Find,Pt,Upper extremity.right>Upper extremity vein,Doc,US.doppler,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
